,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
72,108089,https://www.airbnb.com/rooms/108089,20241129051305,2024-11-29,city scrape,Amazing Palermo Best Value w pool,"Amazing apartment in the best area of Palermo. Sunny, quiet and very enjoyable You will love this place because of many reasons: It s very close from groceries, shops, publicc transportations and more!","Palermo is the best neighborhhod in the city.<br />It s famous for night life, shops, restaurants and bars<br />You ll find everything here.<br />Also is the safest area in the city.<br />It is a mix of bohemian, touristic, young and trendy area.",https://a0.muscache.com/pictures/7f724594-e4db-4435-b47c-7913530e70e5.jpg,559463,https://www.airbnb.com/users/show/559463,Martin,2011-05-05,"Buenos Aires, Argentina","Thanks for considering my place to enjoy a wordeful time at buenos Aires.I live in the city since I borned, more than 30 years ago._x000D_
I love travelling so I love the experience to host people at my apartaments. I m not an agency (thats that manage a lot of apartments). Each apartment is mine._x000D_
I have travelled around the world: Usa, Germany, Hong Kong, Thailand, France, Check Rep, Spain, Mexico, Chile, Cuba and more!  From all this places I have to say that Buenos Aires is one of the most amazings cities in the entire world._x000D_
I m an apasionate ""porteÃ±o"" (person that lives in Buenos Aires). I also love music and movies ( I m a big of Martin Scorsese Â´s and Alex de la Iglesia films)_x000D_
Here you may find the best restaurants, argentinians or food from all over the world (india, china, brazil, spain, italian, japan and more)._x000D_
Tango music and dance will catch you, and you may fall in this passion..._x000D_
I ll do my best as a host, to give you an incredible experience in our city_x000D_
I m a person that love and enjoy to work _x000D_
I speak english, spanish, portuguese, some french and italian!!!_x000D_
When you came to my places, I will give you some special tips for your trip! There are some important advices that you may know when you come to Argentina_x000D_
My places always are sunny, with good furniture. I m a honest and responsable owner._x000D_
Let me know you too !!!_x000D_
_x000D_
Gracias por considerar mis apartamentos como un lugar para vivir en tu estadÃ­a en Buenos Aires, ciudad en la que vivo desde que nacÃ­ , hace mÃ¡s de 30 aÃ±os._x000D_
Amo viajar, por lo que amo hospedar gente en mi ciudad, ya que conozco muy bien lo que es ser ""turista""._x000D_
Estuve en muchÃ­simos lugares: Alemania, Estados Unidos, Francia, Hong Kong, EspaÃ±a, Italia, Mexico, Cuba y muchos mÃ¡s_x000D_
Soy propietario de mis espacios, no soy una agencia que regentea miles de lugares._x000D_
Soy un apasionado de mi ciudad y quiero compartirla con ustedes._x000D_
En Buenos Aires podrÃ¡n encontrar miles de restaurantes, tanto argentinos como de otros paÃ­ses (india, brazil, Italia, EspaÃ±a, entre otros)_x000D_
Otra cosa que me encanta de aquÃ­, es el tango. Se siente en cada rincÃ³n de la ciudad, de los barrios._x000D_
Soy un trabajador incansable, y amo lo que hago._x000D_
Me encanta la mÃºsica y el cine, soy fanÃ¡tico de las pelÃ­culas de Martin Scorsese y Alex de la Iglesia_x000D_
Hablo InglÃ©s, espaÃ±ol, portugÃ©s, francÃ©s y un poco de italiano!!_x000D_
Cuando viajes a la Argentina te darÃ© unos consejos muy importantes para quien visita nuestro paÃ­s._x000D_
Mis lugares siempre son luminosos, con buen mobiliario._x000D_
Soy un host responsable y honesto_x000D_
Espero conocerte y que me cuentes mÃ¡s sobre tus historias",within an hour,1.0,0.95,f,https://a0.muscache.com/im/pictures/user/ac93d6f0-702e-443b-af1f-c54c886d72e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ac93d6f0-702e-443b-af1f-c54c886d72e3.jpg?aki_policy=profile_x_medium,Palermo,3,4,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58648,-58.4243,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Essentials"", ""Pets allowed"", ""Outdoor dining area"", ""Coffee maker: pour-over coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""HDTV"", ""Body soap"", ""Hangers"", ""Microwave"", ""Shared outdoor pool - open specific hours, rooftop"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Refrigerator"", ""City skyline view"", ""Fast wifi \u2013 54 Mbps"", ""Bidet"", ""Oven"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Paid parking off premises"", ""Wine glasses"", ""Shampoo"", ""Radiant heating"", ""Hot water kettle"", ""Shared BBQ grill: charcoal, wood-burning"", ""Bathtub"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""Dining table"", ""Shower gel"", ""Toaster""]",38361.0,3,90,3,3,90,90,3.0,90.0,,t,3,3,29,31,2024-11-29,110,8,0,2013-07-10,2024-10-03,4.62,4.73,4.56,4.61,4.79,4.94,4.68,,f,3,3,0,0,0.79
94,154430,https://www.airbnb.com/rooms/154430,20241129051305,2024-11-30,previous scrape,"Loft Style, modern,bright &spacious",,,https://a0.muscache.com/pictures/1131961/98130870_original.jpg,742738,https://www.airbnb.com/users/show/742738,Martin,2011-06-25,"Buenos Aires, Argentina","Hola, soy Martin. Me encanta viajar, hacer nuevos amigos y conocer otras culturas._x000D_
Disfrute lo mejor de Buenos Aires!",within an hour,1.0,0.0,f,https://a0.muscache.com/im/users/742738/profile_pic/1311899650/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/742738/profile_pic/1311899650/original.jpg?aki_policy=profile_x_medium,Palermo,1,8,"['email', 'phone']",t,t,,Palermo,,-34.59387,-58.41445,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""TV with standard cable"", ""Kitchen"", ""Wifi"", ""Elevator"", ""Heating"", ""Air conditioning""]",,30,730,30,30,730,730,30.0,730.0,,t,21,25,25,299,2024-11-30,2,0,0,2012-01-10,2021-06-01,4.0,3.5,4.0,4.5,3.5,5.0,4.5,,f,1,1,0,0,0.01
175,338631,https://www.airbnb.com/rooms/338631,20241129051305,2024-11-30,city scrape,AltoPalermo renovated 1bdr apartmen,"This beautiful, modern and roomy first floor apartment (no lift available) was refurbished only 5 years ago and is conveniently located in the Palermo district, just two blocks away from Santa Fe Avenue, the Alto Palermo shopping center.","The place is conveniently located in the Palermo district, just two blocks away from Santa Fe Avenue, the Alto Palermo shopping center and the Aguero metro station (from which in 15 minutes you will be in Plaza de Mayo and San Telmo). The area is also surrounded by bars, restaurants and coffee-shops.",https://a0.muscache.com/pictures/3827497/3305de7c_original.jpg,1714257,https://www.airbnb.com/users/show/1714257,Martin,2012-02-07,"Buenos Aires, Argentina","Musician, former sociology and journalism student and River Plate fan. As I was born in Venezuela but have lived in Argentina since 11 I`m familiarized with many cultures and life styles. I`ve travelled all around the world since a kid (Europe, US, Caribbean, South America). Big interest in music (rock, folk, reggae, bossa nova, tango, cumbia, funk, hip hop, electronic...), movies (big fan of Tarantino) football (soccer) and reading.
I have lots of recommendations for my guests! restaurants, football matches, typical touristics spots, tango, live music, parks, clothing stores, cool places in the suburbs and many more.

MÃºsico, ex estudiante de sociologÃ­a y periodismo e hincha fanÃ¡tico de River Plate. Debido a que nacÃ­ en Venezuela pero vivo en Argentina desde los 11 aÃ±os, estoy familiarizado con distintas culturas y formas de vivir. AdemÃ¡s, he viajado bastante desde niÃ±o (Europa, EEUU, Caribe y SudamÃ©rica). Por supuesto, soy amante de la mÃºsica (rock, folk, reggae, bossa nova, tango, cumbia, funk, hip hop, electronica...), del cine (fanÃ¡tico de Tarantino), del fÃºtbol y me gusta mucho leer.
Tengo miles de recomendaciones para mis huÃ©spedes: restaurantes, bares, discos, festivales de arte, parques, tiendas y cualquier buen lugar que valga la pena tanto en Buenos Aires como en sus alrededores.",within an hour,0.96,0.94,,https://a0.muscache.com/im/users/1714257/profile_pic/1400104910/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1714257/profile_pic/1400104910/original.jpg?aki_policy=profile_x_medium,Recoleta,13,21,"['email', 'phone']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Recoleta,,-34.59164,-58.41139,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Clothing storage: closet"", ""Stove"", ""Shared patio or balcony"", ""Free street parking"", ""Cooking basics"", ""Laundromat nearby"", ""Kitchen"", ""Host greets you"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Refrigerator"", ""Books and reading material"", ""Oven"", ""Bidet"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Safe"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""HDTV with Chromecast"", ""Paid parking off premises"", ""Wine glasses"", ""Ethernet connection"", ""Bathtub"", ""Private entrance"", ""Room-darkening shades"", ""Dining table"", ""Coffee maker"", ""Cleaning products"", ""Toaster""]",30285.0,2,1125,2,2,1125,1125,2.0,1125.0,,t,1,1,17,292,2024-11-30,181,3,1,2012-04-02,2024-11-12,4.79,4.89,4.89,4.8,4.84,4.89,4.79,,f,4,4,0,0,1.17
288,681263,https://www.airbnb.com/rooms/681263,20241129051305,2024-11-30,city scrape,1 Bedroom Apartment in Buenos Aires,,,https://a0.muscache.com/pictures/miso/Hosting-681263/original/45314b0b-9bdb-42a8-84b6-355b4e25e0bc.jpeg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Monserrat,,-34.61171,-58.37793,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""TV with standard cable"", ""Bed linens"", ""Wifi"", ""Essentials"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Coffee maker""]",75712.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,60,2024-11-30,11,1,0,2014-03-21,2024-03-30,4.6,4.45,4.45,4.36,4.64,4.73,4.36,,f,180,180,0,0,0.08
293,686484,https://www.airbnb.com/rooms/686484,20241129051305,2024-11-30,city scrape,Studio Apartment in Recoleta,,,https://a0.muscache.com/pictures/miso/Hosting-686484/original/1e2e0e71-c8d4-4354-b3bb-c803683d87c5.jpeg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Recoleta,,-34.59125,-58.40209,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""TV with standard cable"", ""Bed linens"", ""Wifi"", ""Essentials"", ""Stove"", ""Free street parking"", ""Smoking allowed"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Refrigerator"", ""Patio or balcony"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Paid parking off premises"", ""Bathtub"", ""Coffee maker""]",65617.0,3,1125,3,3,1125,1125,3.0,1125.0,,t,22,52,82,357,2024-11-30,23,0,0,2013-05-06,2022-07-07,4.45,4.41,4.57,4.86,4.87,4.95,4.45,,f,180,180,0,0,0.16
294,686486,https://www.airbnb.com/rooms/686486,20241129051305,2024-12-01,city scrape,Modern  Apartment in Recoleta,,,https://a0.muscache.com/pictures/c57c66d0-38a4-4066-84d3-2b84e4ac6c93.jpg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Recoleta,,-34.59028,-58.40318,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""TV with standard cable"", ""Bed linens"", ""Wifi"", ""Essentials"", ""Stove"", ""Free street parking"", ""Smoking allowed"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Backyard"", ""Air conditioning"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Paid parking off premises"", ""Private patio or balcony"", ""Coffee maker""]",65617.0,3,180,3,3,180,180,3.0,180.0,,t,0,0,0,122,2024-12-01,29,0,0,2015-07-05,2022-08-09,4.55,4.86,4.76,4.83,4.97,5.0,4.72,,f,180,180,0,0,0.25
319,734510,https://www.airbnb.com/rooms/734510,20241129051305,2024-11-30,city scrape,1 Bedroom Apartment in Buenos Aires,"Beautiful Apartment ideal for 4 people, furnished and fully equipped. It comes with Cable TV, WIFI internet and weekly maid service.<br />The location it is very convenient because it is 3 blocks away from subway, and 2 blocks away from the famous avenue 9 de Julio.",,https://a0.muscache.com/pictures/miso/Hosting-734510/original/e2df9dd5-a94a-4cdc-b469-4e2df886af27.jpeg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Monserrat,,-34.61171,-58.37793,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""TV with standard cable"", ""Bed linens"", ""Wifi"", ""Essentials"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Paid parking off premises"", ""Coffee maker""]",75712.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,152,2024-11-30,6,0,0,2021-12-26,2022-11-18,4.33,4.67,4.0,4.67,4.17,4.5,4.33,,f,180,180,0,0,0.17
329,742748,https://www.airbnb.com/rooms/742748,20241129051305,2024-11-30,city scrape,Apartamento de 1 Dormitorio en el Centro,"Comfortable 1 bedroom apartment with capacity for 4 people. It has WIFI Internet, Cable TV,  equipped and furnished. It is located in the Center of Buenos Aires, in front of the Intercontinental Hotel, 4 blocks from the legendary Cafe Tortoni, 4 blocks from the Tango National Academy, 10 blocks from the Obelisk and blocks from the D subway line.",,https://a0.muscache.com/pictures/miso/Hosting-742748/original/1e32342f-086b-415c-a1f6-2c59dc3e91a8.jpeg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Monserrat,,-34.61069,-58.37893,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Bed linens"", ""Cooking basics"", ""Host greets you"", ""Bathtub"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Hot water"", ""Paid parking off premises"", ""Coffee maker"", ""Luggage dropoff allowed""]",75712.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,182,2024-11-30,3,0,0,2017-01-03,2023-03-18,4.67,4.67,4.67,4.67,4.67,4.67,4.67,,f,180,180,0,0,0.03
344,763207,https://www.airbnb.com/rooms/763207,20241129051305,2024-11-30,city scrape,Stunning Duplex Brand New!!,,,https://a0.muscache.com/pictures/10620484/dd24f097_original.jpg,1409800,https://www.airbnb.com/users/show/1409800,Marian,2011-11-15,"Buenos Aires, Argentina","I'm a young entrepreneur who enjoys the pleasures of life. As a lawyer, artist, writer, scuba dive Instructor, snowboarder, I am driven by my curiosity and restless spirit that took me all around the world, to experience the cordiality and fellowship of many other cultures, that led me to venture into the lodging business, focused in hospitality and premium services; based on my own experiences and all the common expectations that people like me experienced when we are thrown into the adventure of traveling._x000D_
 ",within an hour,0.96,0.99,,https://a0.muscache.com/im/pictures/user/User-1409800/original/11f59c0c-f9db-48da-ba9c-72573e19d3c9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1409800/original/11f59c0c-f9db-48da-ba9c-72573e19d3c9.jpeg?aki_policy=profile_x_medium,Palermo,93,180,"['email', 'phone']",t,t,,Colegiales,,-34.57801,-58.44076,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""TV with standard cable"", ""Bed linens"", ""Wifi"", ""Stainless steel oven"", ""Essentials"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""BBQ grill: charcoal"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Safe"", ""Dedicated workspace"", ""Hot water"", ""Shampoo"", ""Hot water kettle"", ""Bathtub""]",53362.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,231,2024-11-30,70,2,0,2012-12-03,2024-02-05,4.79,4.81,4.77,4.91,4.88,4.84,4.69,,f,48,40,8,0,0.48
388,855440,https://www.airbnb.com/rooms/855440,20241129051305,2024-11-29,city scrape,"Nice, Sunny Palermo. You must enjoy","This wonderfull apartment is a good choise for those who are looking a nice apartment in the best place of the city, with a tiny budget. The place is very sunny, quiet and is sourround by shops, groceries and more!<br />Close from public transportation","Palermo, without a doubt, is the best area in the whole city.<br />It has a mixture of bohemian, innovative, trend marker without losing the essence of a real Buenos Aires neighborhood. <br />In the confluence of thousands of people from different countries, it is extremely cosmopolitan.<br />Also it is the safest neighborhood in all of Buenos Aires.<br />Walking can be found, bars, restaurants, clothing business or others.",https://a0.muscache.com/pictures/miso/Hosting-855440/original/f6bb8faf-17de-46b4-85b8-4a470aaa08c7.jpeg,559463,https://www.airbnb.com/users/show/559463,Martin,2011-05-05,"Buenos Aires, Argentina","Thanks for considering my place to enjoy a wordeful time at buenos Aires.I live in the city since I borned, more than 30 years ago._x000D_
I love travelling so I love the experience to host people at my apartaments. I m not an agency (thats that manage a lot of apartments). Each apartment is mine._x000D_
I have travelled around the world: Usa, Germany, Hong Kong, Thailand, France, Check Rep, Spain, Mexico, Chile, Cuba and more!  From all this places I have to say that Buenos Aires is one of the most amazings cities in the entire world._x000D_
I m an apasionate ""porteÃ±o"" (person that lives in Buenos Aires). I also love music and movies ( I m a big of Martin Scorsese Â´s and Alex de la Iglesia films)_x000D_
Here you may find the best restaurants, argentinians or food from all over the world (india, china, brazil, spain, italian, japan and more)._x000D_
Tango music and dance will catch you, and you may fall in this passion..._x000D_
I ll do my best as a host, to give you an incredible experience in our city_x000D_
I m a person that love and enjoy to work _x000D_
I speak english, spanish, portuguese, some french and italian!!!_x000D_
When you came to my places, I will give you some special tips for your trip! There are some important advices that you may know when you come to Argentina_x000D_
My places always are sunny, with good furniture. I m a honest and responsable owner._x000D_
Let me know you too !!!_x000D_
_x000D_
Gracias por considerar mis apartamentos como un lugar para vivir en tu estadÃ­a en Buenos Aires, ciudad en la que vivo desde que nacÃ­ , hace mÃ¡s de 30 aÃ±os._x000D_
Amo viajar, por lo que amo hospedar gente en mi ciudad, ya que conozco muy bien lo que es ser ""turista""._x000D_
Estuve en muchÃ­simos lugares: Alemania, Estados Unidos, Francia, Hong Kong, EspaÃ±a, Italia, Mexico, Cuba y muchos mÃ¡s_x000D_
Soy propietario de mis espacios, no soy una agencia que regentea miles de lugares._x000D_
Soy un apasionado de mi ciudad y quiero compartirla con ustedes._x000D_
En Buenos Aires podrÃ¡n encontrar miles de restaurantes, tanto argentinos como de otros paÃ­ses (india, brazil, Italia, EspaÃ±a, entre otros)_x000D_
Otra cosa que me encanta de aquÃ­, es el tango. Se siente en cada rincÃ³n de la ciudad, de los barrios._x000D_
Soy un trabajador incansable, y amo lo que hago._x000D_
Me encanta la mÃºsica y el cine, soy fanÃ¡tico de las pelÃ­culas de Martin Scorsese y Alex de la Iglesia_x000D_
Hablo InglÃ©s, espaÃ±ol, portugÃ©s, francÃ©s y un poco de italiano!!_x000D_
Cuando viajes a la Argentina te darÃ© unos consejos muy importantes para quien visita nuestro paÃ­s._x000D_
Mis lugares siempre son luminosos, con buen mobiliario._x000D_
Soy un host responsable y honesto_x000D_
Espero conocerte y que me cuentes mÃ¡s sobre tus historias",within an hour,1.0,0.95,f,https://a0.muscache.com/im/pictures/user/ac93d6f0-702e-443b-af1f-c54c886d72e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ac93d6f0-702e-443b-af1f-c54c886d72e3.jpg?aki_policy=profile_x_medium,Palermo,3,4,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58374,-58.42368,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Clothing storage: wardrobe"", ""Wifi"", ""Freezer"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""TV with Netflix, standard cable"", ""Laundromat nearby"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Refrigerator"", ""City skyline view"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Stainless steel gas stove"", ""Hot water"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Shampoo"", ""Bathtub"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Conditioner"", ""Central air conditioning"", ""Coffee maker"", ""Cleaning products""]",38068.0,5,365,5,5,365,365,5.0,365.0,,t,17,47,77,201,2024-11-29,59,9,0,2013-07-19,2024-07-26,4.76,4.86,4.76,4.8,4.9,4.9,4.75,,f,3,3,0,0,0.43
